Facility,Calendar Year,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,Total Operations
RVS,2012,0,"2,413","70,254",385,"73,052","90,483",4,"90,487","163,539"
RVS,2013,1,"2,371","54,213",243,"56,828","78,447",6,"78,453","135,281"
RVS,2014,0,"2,397","53,452",228,"56,077","83,938",0,"83,938","140,015"
RVS,2015,4,"2,281","71,417",162,"73,864","112,894",6,"112,900","186,764"
Sub-Total for RVS,,"3,448","18,552","1,197,289","2,606","1,221,895","1,547,434","4,796","1,552,230","2,774,125"
RYN,2004,0,4,"53,462","1,833","55,299","101,261","1,942","103,203","158,502"
RYN,2005,4,4,"55,570","2,175","57,753","100,486","2,380","102,866","160,619"
RYN,2006,92,2,"60,775","1,934","62,803","138,329","1,438","139,767","202,570"
RYN,2007,9,15,"75,013","1,431","76,468","171,410","1,547","172,957","249,425"
RYN,2008,4,115,"59,811","1,840","61,770","104,262","1,920","106,182","167,952"
RYN,2009,0,14,"47,629","1,581","49,224","73,675","3,042","76,717","125,941"
RYN,2010,7,16,"47,777",812,"48,612","63,106","3,204","66,310","114,922"
RYN,2011,12,16,"45,401","1,581","47,010","65,263","2,158","67,421","114,431"
RYN,2012,0,0,"45,356","4,418","49,774","64,271","8,261","72,532","122,306"
RYN,2013,0,2,"39,201","2,821","42,024","65,807","11,444","77,251","119,275"
RYN,2014,0,0,"38,094","2,365","40,459","65,183","12,700","77,883","118,342"
RYN,2015,0,0,"38,933","3,332","42,265","56,389","16,854","73,243","115,508"
Sub-Total for RYN,,128,188,"607,022","26,123","633,461","1,069,442","66,890","1,136,332","1,769,793"
RYY,2004,0,"4,393","61,509",679,"66,581","50,527",439,"50,966","117,547"
RYY,2005,0,"4,984","56,714",683,"62,381","41,422",366,"41,788","104,169"
RYY,2006,14,"5,072","56,551",525,"62,162","31,898",217,"32,115","94,277"
RYY,2007,0,"5,388","58,915",483,"64,786","54,767",87,"54,854","119,640"
RYY,2008,2,"3,684","46,886",699,"51,271","26,354",459,"26,813","78,084"
RYY,2009,0,"2,284","39,691",923,"42,898","20,846",351,"21,197","64,095"
RYY,2010,0,"2,113","41,405",756,"44,274","20,860",182,"21,042","65,316"
RYY,2011,0,"2,161","37,539",474,"40,174","21,344",119,"21,463","61,637"
RYY,2012,0,"2,321","35,545",796,"38,662","22,514",533,"23,047","61,709"
RYY,2013,38,"2,121","33,963",701,"36,823","25,321",103,"25,424","62,247"
RYY,2014,0,"2,636","36,611",626,"39,873","30,938",86,"31,024","70,897"
RYY,2015,16,"3,593","31,826",651,"36,086","29,355",181,"29,536","65,622"
Sub-Total for RYY,,70,"40,750","537,155","7,996","585,971","376,146","3,123","379,269","965,240"
SAC,2004,0,"5,185","79,530",361,"85,076","43,505",148,"43,653","128,729"
SAC,2005,440,"2,374","92,317",391,"95,522","21,967",284,"22,251","117,773"
SAC,2006,0,"2,932","92,770",408,"96,110","15,070",44,"15,114","111,224"
SAC,2007,1,"3,530","79,328",597,"83,456","16,433",36,"16,469","99,925"
SAC,2008,0,"5,013","74,613",254,"79,880","17,791",91,"17,882","97,762"
SAC,2009,36,"4,334","68,601",405,"73,376","15,738",5,"15,743","89,119"
SAC,2010,35,"4,780","66,306",189,"71,310","20,210",60,"20,270","91,580"
SAC,2011,14,"4,069","64,002",157,"68,242","23,576",22,"23,598","91,840"
SAC,2012,7,"7,486","60,929",149,"68,571","20,046",2,"20,048","88,619"
SAC,2013,14,"4,688","63,887",252,"68,841","17,710",8,"17,718","86,559"
SAC,2014,2,"3,992","64,344",436,"68,774","16,941",56,"16,997","85,771"
SAC,2015,0,"2,445","68,888",485,"71,818","21,144",55,"21,199","93,017"
Sub-Total for SAC,,549,"50,828","875,515","4,084","930,976","250,131",811,"250,942","1,181,918"
SAF,2004,0,"7,691","33,077","1,776","42,544","38,973","1,914","40,887","83,431"
SAF,2005,0,"6,514","31,866","2,053","40,433","32,226","2,338","34,564","74,997"
SAF,2006,1,"6,283","32,138","2,348","40,770","32,886","2,760","35,646","76,416"
SAF,2007,0,"6,769","31,634","2,710","41,113","35,202","3,041","38,243","79,356"
SAF,2008,9,"4,625","27,908","2,778","35,320","35,390","3,006","38,396","73,716"
SAF,2009,0,"4,408","26,060","2,584","33,052","33,449","3,611","37,060","70,112"
SAF,2010,20,"6,429","25,910","2,758","35,117","36,379","4,150","40,529","75,646"
SAF,2011,20,"6,637","24,476","1,903","33,036","31,313","2,640","33,953","66,989"
SAF,2012,23,"7,116","22,943","2,129","32,211","30,418","2,827","33,245","65,456"
SAF,2013,2,"9,659","23,184","2,318","35,163","33,443","3,326","36,769","71,932"
SAF,2014,0,"7,997","22,419","2,451","32,867","30,047","3,471","33,518","66,385"
SAF,2015,1,"7,967","22,781","2,683","33,432","33,119","2,915","36,034","69,466"
Sub-Total for SAF,,76,"82,095","324,396","28,491","435,058","402,845","35,999","438,844","873,902"
SAN,2004,"146,270","48,190","16,297","1,711","212,468","2,025",718,"2,743","215,211"
SAN,2005,"151,925","55,031","17,328","1,139","225,423","2,425","1,344","3,769","229,192"
SAN,2006,"156,335","50,885","17,579",985,"225,784","3,602","1,412","5,014","230,798"
SAN,2007,"161,896","54,788","16,644","1,042","234,370","1,659","1,545","3,204","237,574"
SAN,2008,"164,382","46,215","14,501","1,059","226,157","1,024",986,"2,010","228,167"
SAN,2009,"151,390","35,091","11,624","1,105","199,210",185,217,402,"199,612"
SAN,2010,"147,726","29,891","11,612",908,"190,137",0,0,0,"190,137"
SAN,2011,"146,990","27,044","10,406",703,"185,143",0,0,0,"185,143"
SAN,2012,"151,790","24,940","9,918",666,"187,314",12,0,12,"187,326"
SAN,2013,"155,169","23,198","9,060",543,"187,970",10,1,11,"187,981"
SAN,2014,"157,538","24,486","9,103",634,"191,761",3,1,4,"191,765"
SAN,2015,"164,168","19,152","9,636",756,"193,712",0,0,0,"193,712"
Sub-Total for SAN,,"1,855,579","438,911","153,708","11,251","2,459,449","10,945","6,224","17,169","2,476,618"
SAT,2004,"89,539","29,619","89,201","8,223","216,582","4,803",858,"5,661","222,243"
SAT,2005,"94,926","24,456","83,178","5,413","207,973","6,864",908,"7,772","215,745"
SAT,2006,"102,416","19,210","82,802","4,272","208,700","5,883",620,"6,503","215,203"
SAT,2007,"106,579","22,127","83,334","4,305","216,345","1,581",220,"1,801","218,146"
SAT,2008,"107,622","20,754","83,621","4,001","215,998",154,24,178,"216,176"
SAT,2009,"93,999","20,480","72,498","3,902","190,879",0,0,0,"190,879"
SAT,2010,"95,635","19,062","57,960","4,766","177,423",0,0,0,"177,423"
SAT,2011,"95,156","20,183","57,603","4,915","177,857",0,0,0,"177,857"
SAT,2012,"96,527","22,125","55,579","5,789","180,020",0,0,0,"180,020"
SAT,2013,"93,904","23,895","53,967","5,331","177,097",0,0,0,"177,097"
SAT,2014,"90,527","24,800","53,098","5,162","173,587",0,0,0,"173,587"
SAT,2015,"89,918","23,178","49,839","5,116","168,051",37,4,41,"168,092"
Sub-Total for SAT,,"1,156,748","269,889","822,680","61,195","2,310,512","19,322","2,634","21,956","2,332,468"
SAV,2004,"12,269","30,422","40,338","5,707","88,736","14,086","1,342","15,428","104,164"
SAV,2005,"14,133","30,927","38,732","5,149","88,941","14,194","1,472","15,666","104,607"
SAV,2006,"16,349","23,379","41,157","6,317","87,202","13,971","1,556","15,527","102,729"
SAV,2007,"18,505","24,287","42,109","4,628","89,529","10,204","1,389","11,593","101,122"
SAV,2008,"17,997","23,799","37,655","5,464","84,915","8,800","1,029","9,829","94,744"
SAV,2009,"15,424","22,404","35,776","4,995","78,599","14,585","1,608","16,193","94,792"
SAV,2010,"14,225","24,039","36,938","6,773","81,975","15,815","1,589","17,404","99,379"
SAV,2011,"13,764","23,910","34,507","6,150","78,331","18,140","1,857","19,997","98,328"
SAV,2012,"15,014","21,436","31,108","6,793","74,351","14,125","1,581","15,706","90,057"
SAV,2013,"15,317","20,542","31,060","5,632","72,551","10,708","1,662","12,370","84,921"
SAV,2014,"18,121","20,543","30,873","6,112","75,649","7,828","1,690","9,518","85,167"
SAV,2015,"20,094","19,151","31,895","7,535","78,675","8,701","1,556","10,257","88,932"
Sub-Total for SAV,,"191,212","284,839","432,148","71,255","979,454","151,157","18,331","169,488","1,148,942"
SAW,2004,9,"8,718","7,412",647,"16,786","4,519",403,"4,922","21,708"
SAW,2005,6,"9,720","9,101",376,"19,203","7,000",832,"7,832","27,035"
SAW,2006,2,"11,772","8,865",487,"21,126","7,594","1,016","8,610","29,736"
SAW,2007,7,"12,310","7,010",284,"19,611","6,056","1,033","7,089","26,700"
SAW,2008,27,"10,994","7,074",245,"18,340","6,522",781,"7,303","25,643"
SAW,2009,6,"10,746","4,551",283,"15,586","4,631",394,"5,025","20,611"
SAW,2010,2,"10,516","4,649",179,"15,346","5,769",234,"6,003","21,349"
SAW,2011,41,"9,784","3,736",426,"13,987","5,389","1,116","6,505","20,492"
SAW,2012,898,"7,618","4,296",269,"13,081","5,112",460,"5,572","18,653"
SAW,2013,912,"7,455","3,815",186,"12,368","2,926",190,"3,116","15,484"
SAW,2014,852,"6,596","3,427",271,"11,146","2,139",268,"2,407","13,553"
SAW,2015,919,"6,324","4,210",971,"12,424","3,049","1,693","4,742","17,166"
Sub-Total for SAW,,"3,681","112,553","68,146","4,624","189,004","60,706","8,420","69,126","258,130"
SBA,2004,"3,056","38,944","64,804",750,"107,554","44,121",249,"44,370","151,924"
SBA,2005,"3,380","39,222","64,316",595,"107,513","47,705",53,"47,758","155,271"
SBA,2006,"3,565","34,180","54,876",845,"93,466","38,482",41,"38,523","131,989"
SBA,2007,"4,115","33,105","52,905",885,"91,010","29,974",26,"30,000","121,010"
SBA,2008,"4,633","36,163","48,007","1,154","89,957","26,260",430,"26,690","116,647"
SBA,2009,"3,973","25,617","43,979","1,358","74,927","33,018",52,"33,070","107,997"
SBA,2010,"4,220","24,965","43,483","1,246","73,914","32,692",224,"32,916","106,830"
SBA,2011,"3,470","22,709","43,581","1,135","70,895","37,132",258,"37,390","108,285"
SBA,2012,"2,653","23,457","43,327","1,345","70,782","31,315",252,"31,567","102,349"
SBA,2013,"2,737","24,697","42,530","1,243","71,207","32,697",345,"33,042","104,249"
SBA,2014,"4,056","22,126","45,289","1,210","72,681","31,973",246,"32,219","104,900"
SBA,2015,"4,282","22,606","45,426","1,452","73,766","33,547",280,"33,827","107,593"
Sub-Total for SBA,,"44,140","347,791","592,523","13,218","997,672","418,916","2,456","421,372","1,419,044"
SBN,2004,"3,313","30,123","23,027",114,"56,577","11,509",38,"11,547","68,124"
SBN,2005,"3,160","24,739","23,728",128,"51,755","12,800",84,"12,884","64,639"
SBN,2006,"2,841","22,844","22,815",83,"48,583","10,374",14,"10,388","58,971"
SBN,2007,"4,394","21,813","18,434",120,"44,761","6,589",32,"6,621","51,382"
SBN,2008,"4,471","21,390","15,707",112,"41,680","5,219",55,"5,274","46,954"
SBN,2009,"3,477","16,976","13,755",223,"34,431","5,624",180,"5,804","40,235"
SBN,2010,"3,813","15,782","13,090",113,"32,798","4,244",58,"4,302","37,100"
SBN,2011,"2,960","15,798","13,425",141,"32,324","4,744",54,"4,798","37,122"
SBN,2012,"2,941","14,739","12,805",126,"30,611","6,736",64,"6,800","37,411"
SBN,2013,"3,532","14,047","11,931",152,"29,662","6,379",78,"6,457","36,119"
SBN,2014,"3,242","13,405","11,935",116,"28,698","7,772",80,"7,852","36,550"
SBN,2015,"4,026","12,680","12,672",172,"29,550","8,324",169,"8,493","38,043"
Sub-Total for SBN,,"42,170","224,336","193,324","1,600","461,430","90,314",906,"91,220","552,650"
SBP,2004,0,"15,294","47,909",834,"64,037","40,239",22,"40,261","104,298"
SBP,2005,2,"16,392","41,674",520,"58,588","33,853",118,"33,971","92,559"
SBP,2006,0,"15,838","43,081",372,"59,291","32,890",104,"32,994","92,285"
SBP,2007,0,"16,539","46,583",433,"63,555","32,840",4,"32,844","96,399"
SBP,2008,213,"14,374","43,948",303,"58,838","33,818",85,"33,903","92,741"
SBP,2009,"1,174","11,275","42,559",364,"55,372","30,593",338,"30,931","86,303"
SBP,2010,"1,078","11,669","39,592",397,"52,736","30,789",132,"30,921","83,657"
SBP,2011,939,"10,592","41,116",325,"52,972","30,682",162,"30,844","83,816"
SBP,2012,50,"11,834","35,522",454,"47,860","25,700",339,"26,039","73,899"
SBP,2013,641,"11,004","33,032",549,"45,226","22,993",364,"23,357","68,583"
SBP,2014,"1,107","10,461","33,282",502,"45,352","22,340",84,"22,424","67,776"
SBP,2015,"1,092","8,119","38,003",571,"47,785","25,123",144,"25,267","73,052"
Sub-Total for SBP,,"6,296","153,391","486,301","5,624","651,612","361,860","1,896","363,756","1,015,368"
SBY,2004,5,"6,817","21,736","1,988","30,546","17,619","5,220","22,839","53,385"
SBY,2005,3,"6,854","23,896","1,983","32,736","16,050","5,672","21,722","54,458"
SBY,2006,0,"7,887","22,958","1,910","32,755","15,015","4,514","19,529","52,284"
SBY,2007,0,"7,860","18,864","1,626","28,350","13,626","4,180","17,806","46,156"
SBY,2008,23,"7,197","13,556","1,065","21,841","11,600","4,256","15,856","37,697"
SBY,2009,0,"6,618","13,069","1,483","21,170","11,070","5,448","16,518","37,688"
SBY,2010,2,"5,969","14,213","1,488","21,672","10,670","6,335","17,005","38,677"
